participant_lab_id,lab_id,participant_id,age_cohort,participant_gender,age_years,age_years_n,age_days,age_days_num,age_mo,age_exclusion
gaugGöttingen_GAUG_044-toddlers,gaugGöttingen,GAUG_044-toddlers,toddlers,boy,NA,NA,421,421,13.831622176591374,yes
gaugGöttingen_GAUG_045-toddlers,gaugGöttingen,GAUG_045-toddlers,toddlers,boy,NA,NA,744,744,24.4435318275154,no
gaugGöttingen_GAUG_046-toddlers,gaugGöttingen,GAUG_046-toddlers,toddlers,girl,NA,NA,778,778,25.560574948665298,no
gaugGöttingen_GAUG_047-toddlers,gaugGöttingen,GAUG_047-toddlers,toddlers,girl,NA,NA,728,728,23.917864476386036,no
gaugGöttingen_GAUG_048-toddlers,gaugGöttingen,GAUG_048-toddlers,toddlers,boy,NA,NA,713,713,23.425051334702257,no
gaugGöttingen_GAUG_049-toddlers,gaugGöttingen,GAUG_049-toddlers,toddlers,girl,NA,NA,770,770,25.297741273100616,no
gertlabLancaster_LU_3699-toddlers,gertlabLancaster,LU_3699-toddlers,toddlers,boy,NA,NA,812,812,26.677618069815196,no
gertlabLancaster_LU_3746-toddlers,gertlabLancaster,LU_3746-toddlers,toddlers,girl,NA,NA,667,667,21.913757700205338,no
gertlabLancaster_LU_3788-toddlers,gertlabLancaster,LU_3788-toddlers,toddlers,girl,NA,NA,749,749,24.607802874743324,no
gertlabLancaster_LU_3789-toddlers,gertlabLancaster,LU_3789-toddlers,toddlers,girl,NA,NA,710,710,23.326488706365502,no
gertlabLancaster_LU_3863-toddlers,gertlabLancaster,LU_3863-toddlers,toddlers,boy,NA,NA,825,825,27.104722792607802,yes
gertlabLancaster_LU_3910-toddlers,gertlabLancaster,LU_3910-toddlers,toddlers,boy,NA,NA,681,681,22.373716632443532,no
gertlabLancaster_LU_3962-toddlers,gertlabLancaster,LU_3962-toddlers,toddlers,boy,NA,NA,661,661,21.71663244353183,no
gertlabLancaster_LU_3963-toddlers,gertlabLancaster,LU_3963-toddlers,toddlers,boy,NA,NA,818,818,26.87474332648871,no
gertlabLancaster_LU_3971-toddlers,gertlabLancaster,LU_3971-toddlers,toddlers,girl,NA,NA,760,760,24.969199178644764,no
gertlabLancaster_LU_3974-toddlers,gertlabLancaster,LU_3974-toddlers,toddlers,girl,NA,NA,689,689,22.636550308008214,no
gertlabLancaster_LU_3978-toddlers,gertlabLancaster,LU_3978-toddlers,toddlers,girl,NA,NA,579,579,19.02258726899384,no
gertlabLancaster_LU_3988-toddlers,gertlabLancaster,LU_3988-toddlers,toddlers,boy,NA,NA,555,555,18.234086242299796,no
gertlabLancaster_LU_3992-toddlers,gertlabLancaster,LU_3992-toddlers,toddlers,girl,NA,NA,635,635,20.862422997946613,no
gertlabLancaster_LU_4010-toddlers,gertlabLancaster,LU_4010-toddlers,toddlers,girl,NA,NA,561,561,18.431211498973305,no
gertlabLancaster_LU_4013-toddlers,gertlabLancaster,LU_4013-toddlers,toddlers,girl,NA,NA,542,542,17.80698151950719,yes
gertlabLancaster_LU_4086-toddlers,gertlabLancaster,LU_4086-toddlers,toddlers,boy,NA,NA,738,738,24.24640657084189,no
gertlabLancaster_LU_4121-toddlers,gertlabLancaster,LU_4121-toddlers,toddlers,boy,NA,NA,659,659,21.650924024640656,no
gertlabLancaster_LU_4142-toddlers,gertlabLancaster,LU_4142-toddlers,toddlers,boy,NA,NA,722,722,23.720739219712527,no
gertlabLancaster_LU_4172-toddlers,gertlabLancaster,LU_4172-toddlers,toddlers,girl,NA,NA,661,661,21.71663244353183,no
gertlabLancaster_LU_4175-toddlers,gertlabLancaster,LU_4175-toddlers,toddlers,boy,NA,NA,786,786,25.823408624229977,no
gertlabLancaster_LU_4176-toddlers,gertlabLancaster,LU_4176-toddlers,toddlers,boy,NA,NA,655,655,21.519507186858316,no
gertlabLancaster_LU_4247-toddlers,gertlabLancaster,LU_4247-toddlers,toddlers,boy,NA,NA,767,767,25.19917864476386,no
gertlabLancaster_LU_9999-toddlers,gertlabLancaster,LU_9999-toddlers,toddlers,girl,NA,NA,595,595,19.548254620123203,no
infantcogUBC_UBC_006-toddlers,infantcogUBC,UBC_006-toddlers,toddlers,girl,NA,NA,814,814,26.743326488706366,no
infantcogUBC_UBC_007-toddlers,infantcogUBC,UBC_007-toddlers,toddlers,girl,NA,NA,724,724,23.786447638603697,no
infantcogUBC_UBC_008-toddlers,infantcogUBC,UBC_008-toddlers,toddlers,girl,NA,NA,789,789,25.921971252566735,no
infantcogUBC_UBC_009-toddlers,infantcogUBC,UBC_009-toddlers,toddlers,girl,NA,NA,735,735,24.147843942505133,no
infantcogUBC_UBC_010-toddlers,infantcogUBC,UBC_010-toddlers,toddlers,girl,NA,NA,745,745,24.476386036960985,no
infantcogUBC_UBC_011-toddlers,infantcogUBC,UBC_011-toddlers,toddlers,boy,NA,NA,740,740,24.31211498973306,no
infantcogUBC_UBC_012-toddlers,infantcogUBC,UBC_012-toddlers,toddlers,girl,NA,NA,771,771,25.3305954825462,no
infantcogUBC_UBC_013-toddlers,infantcogUBC,UBC_013-toddlers,toddlers,boy,NA,NA,769,769,25.26488706365503,no
infantcogUBC_UBC_014-toddlers,infantcogUBC,UBC_014-toddlers,toddlers,boy,NA,NA,782,782,25.691991786447637,no
infantcogUBC_UBC_015-toddlers,infantcogUBC,UBC_015-toddlers,toddlers,girl,NA,NA,721,721,23.687885010266942,no
infantcogUBC_UBC_016-toddlers,infantcogUBC,UBC_016-toddlers,toddlers,boy,NA,NA,721,721,23.687885010266942,no
infantcogUBC_UBC_017-toddlers,infantcogUBC,UBC_017-toddlers,toddlers,boy,NA,NA,725,725,23.81930184804928,no
infantcogUBC_UBC_018-toddlers,infantcogUBC,UBC_018-toddlers,toddlers,boy,NA,NA,772,772,25.363449691991786,no
infantcogUBC_UBC_021-toddlers,infantcogUBC,UBC_021-toddlers,toddlers,girl,NA,NA,714,714,23.457905544147845,no
infantcogUBC_UBC_022-toddlers,infantcogUBC,UBC_022-toddlers,toddlers,boy,NA,NA,712,712,23.392197125256672,no
infantcogUBC_UBC_024-toddlers,infantcogUBC,UBC_024-toddlers,toddlers,girl,NA,NA,711,711,23.359342915811087,no
infantcogUBC_UBC_025-toddlers,infantcogUBC,UBC_025-toddlers,toddlers,boy,NA,NA,724,724,23.786447638603697,no
infantcogUBC_UBC_027-toddlers,infantcogUBC,UBC_027-toddlers,toddlers,boy,NA,NA,770,770,25.297741273100616,no
infantcogUBC_UBC_028-toddlers,infantcogUBC,UBC_028-toddlers,toddlers,boy,NA,NA,769,769,25.26488706365503,no
infantcogUBC_UBC_029-toddlers,infantcogUBC,UBC_029-toddlers,toddlers,girl,NA,NA,723,723,23.753593429158112,no
infantcogUBC_UBC_030-toddlers,infantcogUBC,UBC_030-toddlers,toddlers,boy,NA,NA,777,777,25.527720739219717,no
infantcogUBC_UBC_031-toddlers,infantcogUBC,UBC_031-toddlers,toddlers,girl,NA,NA,705,705,23.162217659137575,no
irlConcordia_S001-toddlers,irlConcordia,S001-toddlers,toddlers,boy,NA,NA,758,758,24.903490759753595,no
irlConcordia_S002-toddlers,irlConcordia,S002-toddlers,toddlers,boy,NA,NA,596,596,19.58110882956879,no
irlConcordia_S003-toddlers,irlConcordia,S003-toddlers,toddlers,boy,NA,NA,634,634,20.829568788501025,no
irlConcordia_S004-toddlers,irlConcordia,S004-toddlers,toddlers,girl,NA,NA,696,696,22.86652977412731,no
irlConcordia_S005-toddlers,irlConcordia,S005-toddlers,toddlers,girl,NA,NA,613,613,20.139630390143736,no
irlConcordia_S006-toddlers,irlConcordia,S006-toddlers,toddlers,boy,NA,NA,597,597,19.613963039014372,no
irlConcordia_S007-toddlers,irlConcordia,S007-toddlers,toddlers,girl,NA,NA,562,562,18.464065708418893,no
irlConcordia_S008-toddlers,irlConcordia,S008-toddlers,toddlers,girl,NA,NA,671,671,22.04517453798768,no
irlConcordia_S009-toddlers,irlConcordia,S009-toddlers,toddlers,girl,NA,NA,748,748,24.57494866529774,no
irlConcordia_S010-toddlers,irlConcordia,S010-toddlers,toddlers,boy,NA,NA,736,736,24.180698151950715,no
irlConcordia_S011-toddlers,irlConcordia,S011-toddlers,toddlers,boy,NA,NA,799,799,26.250513347022586,no
irlConcordia_S012-toddlers,irlConcordia,S012-toddlers,toddlers,boy,NA,NA,607,607,19.942505133470224,no
irlConcordia_S013-toddlers,irlConcordia,S013-toddlers,toddlers,boy,NA,NA,656,656,21.5523613963039,no
irlConcordia_S014-toddlers,irlConcordia,S014-toddlers,toddlers,girl,NA,NA,753,753,24.739219712525667,no
irlConcordia_S015-toddlers,irlConcordia,S015-toddlers,toddlers,girl,NA,NA,723,723,23.753593429158112,no
irlConcordia_S016-toddlers,irlConcordia,S016-toddlers,toddlers,girl,NA,NA,758,758,24.903490759753595,no
jmuCDL_jmuCDL_58022-adults,jmuCDL,jmuCDL_58022-adults,adults,woman,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58001-adults,jmuCDL,jmuCDL_58001-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58002-adults,jmuCDL,jmuCDL_58002-adults,adults,man,21,21,NA,NA,NA,no
jmuCDL_jmuCDL_58003-adults,jmuCDL,jmuCDL_58003-adults,adults,man,20,20,NA,NA,NA,no
jmuCDL_jmuCDL_58004-adults,jmuCDL,jmuCDL_58004-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58005-adults,jmuCDL,jmuCDL_58005-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58006-adults,jmuCDL,jmuCDL_58006-adults,adults,woman,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58007-adults,jmuCDL,jmuCDL_58007-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58008-adults,jmuCDL,jmuCDL_58008-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58009-adults,jmuCDL,jmuCDL_58009-adults,adults,man,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58010-adults,jmuCDL,jmuCDL_58010-adults,adults,man,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58011-adults,jmuCDL,jmuCDL_58011-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58012-adults,jmuCDL,jmuCDL_58012-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58013-adults,jmuCDL,jmuCDL_58013-adults,adults,woman,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58014-adults,jmuCDL,jmuCDL_58014-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58015-adults,jmuCDL,jmuCDL_58015-adults,adults,woman,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58016-adults,jmuCDL,jmuCDL_58016-adults,adults,man,22,22,NA,NA,NA,no
jmuCDL_jmuCDL_58017-adults,jmuCDL,jmuCDL_58017-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58018-adults,jmuCDL,jmuCDL_58018-adults,adults,man,20,20,NA,NA,NA,no
jmuCDL_jmuCDL_58019-adults,jmuCDL,jmuCDL_58019-adults,adults,woman,20,20,NA,NA,NA,no
jmuCDL_jmuCDL_58020-adults,jmuCDL,jmuCDL_58020-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58021-adults,jmuCDL,jmuCDL_58021-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58023-adults,jmuCDL,jmuCDL_58023-adults,adults,man,21,21,NA,NA,NA,no
jmuCDL_jmuCDL_58024-adults,jmuCDL,jmuCDL_58024-adults,adults,woman,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58025-adults,jmuCDL,jmuCDL_58025-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58026-adults,jmuCDL,jmuCDL_58026-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58027-adults,jmuCDL,jmuCDL_58027-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58028-adults,jmuCDL,jmuCDL_58028-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58029-adults,jmuCDL,jmuCDL_58029-adults,adults,man,19,19,NA,NA,NA,no
jmuCDL_jmuCDL_58030-adults,jmuCDL,jmuCDL_58030-adults,adults,man,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58031-adults,jmuCDL,jmuCDL_58031-adults,adults,woman,18,18,NA,NA,NA,no
jmuCDL_jmuCDL_58032-adults,jmuCDL,jmuCDL_58032-adults,adults,man,20,20,NA,NA,NA,no
kidsdevUniofNewcastle_uona017-adults,kidsdevUniofNewcastle,uona017-adults,adults,man,24,24,NA,NA,NA,no
kidsdevUniofNewcastle_uona018-adults,kidsdevUniofNewcastle,uona018-adults,adults,woman,23,23,NA,NA,NA,no
kidsdevUniofNewcastle_uona019-adults,kidsdevUniofNewcastle,uona019-adults,adults,woman,69,69,NA,NA,NA,yes
kidsdevUniofNewcastle_uona020-adults,kidsdevUniofNewcastle,uona020-adults,adults,man,50,50,NA,NA,NA,no
kidsdevUniofNewcastle_uona021b-adults,kidsdevUniofNewcastle,uona021b-adults,adults,woman,50,50,NA,NA,NA,no
kidsdevUniofNewcastle_uona022-adults,kidsdevUniofNewcastle,uona022-adults,adults,man,52,52,NA,NA,NA,no
kidsdevUniofNewcastle_uona023-adults,kidsdevUniofNewcastle,uona023-adults,adults,man,19,19,NA,NA,NA,no
kidsdevUniofNewcastle_uona024-adults,kidsdevUniofNewcastle,uona024-adults,adults,man,19,19,NA,NA,NA,no
kidsdevUniofNewcastle_uona025-adults,kidsdevUniofNewcastle,uona025-adults,adults,man,19,19,NA,NA,NA,no
kidsdevUniofNewcastle_uona026-adults,kidsdevUniofNewcastle,uona026-adults,adults,man,19,19,NA,NA,NA,no
kidsdevUniofNewcastle_uona027-adults,kidsdevUniofNewcastle,uona027-adults,adults,woman,23,23,NA,NA,NA,no
kidsdevUniofNewcastle_uona028-adults,kidsdevUniofNewcastle,uona028-adults,adults,woman,46,46,NA,NA,NA,no
kidsdevUniofNewcastle_uona029-adults,kidsdevUniofNewcastle,uona029-adults,adults,woman,39,39,NA,NA,NA,no
kidsdevUniofNewcastle_uona30b-adults,kidsdevUniofNewcastle,uona30b-adults,adults,woman,51,51,NA,NA,NA,no
kidsdevUniofNewcastle_uona031-adults,kidsdevUniofNewcastle,uona031-adults,adults,woman,36,36,NA,NA,NA,no
kidsdevUniofNewcastle_uona032-adults,kidsdevUniofNewcastle,uona032-adults,adults,man,61,61,NA,NA,NA,yes
kidsdevUniofNewcastle_uoni001-toddlers,kidsdevUniofNewcastle,uoni001-toddlers,toddlers,girl,NA,NA,623,623,20.46817248459959,no
kidsdevUniofNewcastle_uoni002-toddlers,kidsdevUniofNewcastle,uoni002-toddlers,toddlers,girl,NA,NA,698,698,22.93223819301848,no
kidsdevUniofNewcastle_uoni003-toddlers,kidsdevUniofNewcastle,uoni003-toddlers,toddlers,boy,NA,NA,609,609,20.008213552361397,no
kidsdevUniofNewcastle_uoni004-toddlers,kidsdevUniofNewcastle,uoni004-toddlers,toddlers,boy,NA,NA,654,654,21.48665297741273,no
kidsdevUniofNewcastle_uoni005-toddlers,kidsdevUniofNewcastle,uoni005-toddlers,toddlers,boy,NA,NA,745,745,24.476386036960985,no
kidsdevUniofNewcastle_uoni005b-toddlers,kidsdevUniofNewcastle,uoni005b-toddlers,toddlers,girl,NA,NA,743,743,24.410677618069816,no
kidsdevUniofNewcastle_uoni006-toddlers,kidsdevUniofNewcastle,uoni006-toddlers,toddlers,girl,NA,NA,548,548,18.0041067761807,no
kidsdevUniofNewcastle_uoni007-toddlers,kidsdevUniofNewcastle,uoni007-toddlers,toddlers,girl,NA,NA,621,621,20.402464065708422,no
kidsdevUniofNewcastle_uoni008-toddlers,kidsdevUniofNewcastle,uoni008-toddlers,toddlers,girl,NA,NA,672,672,22.078028747433265,no
kidsdevUniofNewcastle_uoni009-toddlers,kidsdevUniofNewcastle,uoni009-toddlers,toddlers,girl,NA,NA,789,789,25.921971252566735,no
kidsdevUniofNewcastle_uoni010-toddlers,kidsdevUniofNewcastle,uoni010-toddlers,toddlers,boy,NA,NA,606,606,19.90965092402464,no
kidsdevUniofNewcastle_uoni011-toddlers,kidsdevUniofNewcastle,uoni011-toddlers,toddlers,girl,NA,NA,715,715,23.49075975359343,no
kidsdevUniofNewcastle_uoni012-toddlers,kidsdevUniofNewcastle,uoni012-toddlers,toddlers,boy,NA,NA,703,703,23.096509240246405,no
kidsdevUniofNewcastle_uoni013-toddlers,kidsdevUniofNewcastle,uoni013-toddlers,toddlers,boy,NA,NA,727,727,23.88501026694045,no
kidsdevUniofNewcastle_uoni014-toddlers,kidsdevUniofNewcastle,uoni014-toddlers,toddlers,girl,NA,NA,753,753,24.739219712525667,no
kidsdevUniofNewcastle_uoni015-toddlers,kidsdevUniofNewcastle,uoni015-toddlers,toddlers,girl,NA,NA,819,819,26.907597535934293,no
kokuHamburg_UHH_001-toddlers,kokuHamburg,UHH_001-toddlers,toddlers,boy,NA,NA,822,822,27.006160164271048,no
kokuHamburg_UHH_003-toddlers,kokuHamburg,UHH_003-toddlers,toddlers,boy,NA,NA,813,813,26.710472279260777,no
kokuHamburg_UHH_004-toddlers,kokuHamburg,UHH_004-toddlers,toddlers,boy,NA,NA,772,772,25.363449691991786,no
kokuHamburg_UHH_005-toddlers,kokuHamburg,UHH_005-toddlers,toddlers,boy,NA,NA,801,801,26.316221765913756,no
kokuHamburg_UHH_006-toddlers,kokuHamburg,UHH_006-toddlers,toddlers,girl,NA,NA,804,804,26.414784394250518,no
kokuHamburg_UHH_007-toddlers,kokuHamburg,UHH_007-toddlers,toddlers,boy,NA,NA,810,810,26.611909650924026,no
kokuHamburg_UHH_008-toddlers,kokuHamburg,UHH_008-toddlers,toddlers,boy,NA,NA,730,730,23.983572895277206,no
kokuHamburg_UHH_009-toddlers,kokuHamburg,UHH_009-toddlers,toddlers,girl,NA,NA,815,815,26.776180698151947,no
kokuHamburg_UHH_011-toddlers,kokuHamburg,UHH_011-toddlers,toddlers,boy,NA,NA,805,805,26.4476386036961,no
kokuHamburg_UHH_012-toddlers,kokuHamburg,UHH_012-toddlers,toddlers,boy,NA,NA,802,802,26.34907597535934,no
kokuHamburg_UHH_013-toddlers,kokuHamburg,UHH_013-toddlers,toddlers,girl,NA,NA,755,755,24.804928131416837,no
kokuHamburg_UHH_015-toddlers,kokuHamburg,UHH_015-toddlers,toddlers,girl,NA,NA,822,822,27.006160164271048,no
kokuHamburg_UHH_016-toddlers,kokuHamburg,UHH_016-toddlers,toddlers,girl,NA,NA,762,762,25.034907597535934,no
kokuHamburg_UHH_017-toddlers,kokuHamburg,UHH_017-toddlers,toddlers,girl,NA,NA,772,772,25.363449691991786,no
kokuHamburg_UHH_018-toddlers,kokuHamburg,UHH_018-toddlers,toddlers,girl,NA,NA,783,783,25.724845995893226,no
kokuHamburg_UHH_019-toddlers,kokuHamburg,UHH_019-toddlers,toddlers,girl,NA,NA,812,812,26.677618069815196,no
labUNAM_UNAM_001-adults,labUNAM,UNAM_001-adults,adults,woman,20,20,NA,NA,NA,no
labUNAM_UNAM_002-adults,labUNAM,UNAM_002-adults,adults,man,22,22,NA,NA,NA,no
labUNAM_UNAM_003-adults,labUNAM,UNAM_003-adults,adults,woman,24,24,NA,NA,NA,no
labUNAM_UNAM_004-adults,labUNAM,UNAM_004-adults,adults,woman,20,20,NA,NA,NA,no
labUNAM_UNAM_005-adults,labUNAM,UNAM_005-adults,adults,woman,19,19,NA,NA,NA,no
labUNAM_UNAM_006-adults,labUNAM,UNAM_006-adults,adults,woman,23,23,NA,NA,NA,no
labUNAM_UNAM_007-adults,labUNAM,UNAM_007-adults,adults,man,26,26,NA,NA,NA,no
labUNAM_UNAM_008-adults,labUNAM,UNAM_008-adults,adults,woman,22,22,NA,NA,NA,no
labUNAM_UNAM_009-adults,labUNAM,UNAM_009-adults,adults,woman,19,19,NA,NA,NA,no
labUNAM_UNAM_010-adults,labUNAM,UNAM_010-adults,adults,man,25,25,NA,NA,NA,no
labUNAM_UNAM_011-adults,labUNAM,UNAM_011-adults,adults,woman,19,19,NA,NA,NA,no
labUNAM_UNAM_012-adults,labUNAM,UNAM_012-adults,adults,man,26,26,NA,NA,NA,no
labUNAM_UNAM_013-adults,labUNAM,UNAM_013-adults,adults,man,21,21,NA,NA,NA,no
labUNAM_UNAM_014-adults,labUNAM,UNAM_014-adults,adults,woman,25,25,NA,NA,NA,no
labUNAM_UNAM_015-adults,labUNAM,UNAM_015-adults,adults,man,23,23,NA,NA,NA,no
labUNAM_UNAM_016-adults,labUNAM,UNAM_016-adults,adults,woman,22,22,NA,NA,NA,no
labUNAM_UNAM_001-toddlers,labUNAM,UNAM_001-toddlers,toddlers,girl,NA,NA,725,725,23.81930184804928,no
labUNAM_UNAM_002-toddlers,labUNAM,UNAM_002-toddlers,toddlers,boy,NA,NA,728,728,23.917864476386036,no
labUNAM_UNAM_003-toddlers,labUNAM,UNAM_003-toddlers,toddlers,boy,NA,NA,732,732,24.049281314168375,no
labUNAM_UNAM_004-toddlers,labUNAM,UNAM_004-toddlers,toddlers,girl,NA,NA,727,727,23.88501026694045,no
labUNAM_UNAM_005-toddlers,labUNAM,UNAM_005-toddlers,toddlers,girl,NA,NA,729,729,23.950718685831625,no
labUNAM_UNAM_006-toddlers,labUNAM,UNAM_006-toddlers,toddlers,girl,NA,NA,736,736,24.180698151950715,no
labUNAM_UNAM_007-toddlers,labUNAM,UNAM_007-toddlers,toddlers,boy,NA,NA,545,545,17.90554414784394,yes
labUNAM_UNAM_008-toddlers,labUNAM,UNAM_008-toddlers,toddlers,boy,NA,NA,549,549,18.036960985626283,no
labUNAM_UNAM_009-toddlers,labUNAM,UNAM_009-toddlers,toddlers,girl,NA,NA,736,736,24.180698151950715,no
labUNAM_UNAM_010-toddlers,labUNAM,UNAM_010-toddlers,toddlers,boy,NA,NA,735,735,24.147843942505133,no
labUNAM_UNAM_011-toddlers,labUNAM,UNAM_011-toddlers,toddlers,boy,NA,NA,732,732,24.049281314168375,no
labUNAM_UNAM_012-toddlers,labUNAM,UNAM_012-toddlers,toddlers,boy,NA,NA,728,728,23.917864476386036,no
labUNAM_UNAM_013-toddlers,labUNAM,UNAM_013-toddlers,toddlers,girl,NA,NA,551,551,18.102669404517453,no
labUNAM_UNAM_014-toddlers,labUNAM,UNAM_014-toddlers,toddlers,girl,NA,NA,544,544,17.87268993839836,yes
labUNAM_UNAM_015-toddlers,labUNAM,UNAM_015-toddlers,toddlers,boy,NA,NA,701,701,23.030800821355236,no
labUNAM_UNAM_016-toddlers,labUNAM,UNAM_016-toddlers,toddlers,girl,NA,NA,760,760,24.969199178644764,no
labUNAM_UNAM_017-toddlers,labUNAM,UNAM_017-toddlers,toddlers,girl,NA,NA,790,790,25.954825462012316,no
labUNAM_UNAM_018-toddlers,labUNAM,UNAM_018-toddlers,toddlers,boy,NA,NA,575,575,18.8911704312115,no
labUNAM_UNAM_019-toddlers,labUNAM,UNAM_019-toddlers,toddlers,girl,NA,NA,611,611,20.073921971252567,no
labUNAM_UNAM_020-toddlers,labUNAM,UNAM_020-toddlers,toddlers,boy,NA,NA,666,666,21.880903490759753,no
lmuMunich_LMU_002-adults,lmuMunich,LMU_002-adults,adults,woman,19,19,NA,NA,NA,no
lmuMunich_LMU_009-adults,lmuMunich,LMU_009-adults,adults,woman,19,19,NA,NA,NA,no
lmuMunich_LMU_054-adults,lmuMunich,LMU_054-adults,adults,woman,20,20,NA,NA,NA,no
lmuMunich_LMU_067-adults,lmuMunich,LMU_067-adults,adults,woman,21,21,NA,NA,NA,no
lmuMunich_LMU_103-adults,lmuMunich,LMU_103-adults,adults,woman,19,19,NA,NA,NA,no
lmuMunich_LMU_222-adults,lmuMunich,LMU_222-adults,adults,man,23,23,NA,NA,NA,no
lmuMunich_LMU_226-adults,lmuMunich,LMU_226-adults,adults,woman,24,24,NA,NA,NA,no
lmuMunich_LMU_246-adults,lmuMunich,LMU_246-adults,adults,man,24,24,NA,NA,NA,no
lmuMunich_LMU_266-adults,lmuMunich,LMU_266-adults,adults,woman,23,23,NA,NA,NA,no
lmuMunich_LMU_360-adults,lmuMunich,LMU_360-adults,adults,woman,22,22,NA,NA,NA,no
lmuMunich_LMU_463-adults,lmuMunich,LMU_463-adults,adults,woman,20,20,NA,NA,NA,no
lmuMunich_LMU_472-adults,lmuMunich,LMU_472-adults,adults,man,40,40,NA,NA,NA,no
lmuMunich_LMU_474-adults,lmuMunich,LMU_474-adults,adults,woman,29,29,NA,NA,NA,no
lmuMunich_LMU_496-adults,lmuMunich,LMU_496-adults,adults,man,22,22,NA,NA,NA,no
lmuMunich_LMU_5-adults,lmuMunich,LMU_5-adults,adults,woman,21,21,NA,NA,NA,no
lmuMunich_LMU_508-adults,lmuMunich,LMU_508-adults,adults,woman,22,22,NA,NA,NA,no
lmuMunich_LMU_518-adults,lmuMunich,LMU_518-adults,adults,woman,20,20,NA,NA,NA,no
lmuMunich_LMU_524-adults,lmuMunich,LMU_524-adults,adults,woman,19,19,NA,NA,NA,no
lmuMunich_LMU_535-adults,lmuMunich,LMU_535-adults,adults,woman,19,19,NA,NA,NA,no
lmuMunich_LMU_54-adults,lmuMunich,LMU_54-adults,adults,man,20,20,NA,NA,NA,no
lmuMunich_LMU_574-adults,lmuMunich,LMU_574-adults,adults,woman,20,20,NA,NA,NA,no
lmuMunich_LMU_621-adults,lmuMunich,LMU_621-adults,adults,man,23,23,NA,NA,NA,no
lmuMunich_LMU_632-adults,lmuMunich,LMU_632-adults,adults,woman,29,29,NA,NA,NA,no
lmuMunich_LMU_707-adults,lmuMunich,LMU_707-adults,adults,woman,24,24,NA,NA,NA,no
lmuMunich_LMU_719-adults,lmuMunich,LMU_719-adults,adults,woman,20,20,NA,NA,NA,no
lmuMunich_LMU_739-adults,lmuMunich,LMU_739-adults,adults,man,28,28,NA,NA,NA,no
lmuMunich_LMU_808-adults,lmuMunich,LMU_808-adults,adults,woman,21,21,NA,NA,NA,no
lmuMunich_LMU_828-adults,lmuMunich,LMU_828-adults,adults,woman,23,23,NA,NA,NA,no
lmuMunich_LMU_878-adults,lmuMunich,LMU_878-adults,adults,woman,21,21,NA,NA,NA,no
lmuMunich_LMU_944-adults,lmuMunich,LMU_944-adults,adults,woman,19,19,NA,NA,NA,no
lmuMunich_LMU_963-adults,lmuMunich,LMU_963-adults,adults,woman,21,21,NA,NA,NA,no
lmuMunich_LMU_104-toddlers,lmuMunich,LMU_104-toddlers,toddlers,boy,NA,NA,548,548,18.0041067761807,no
lmuMunich_LMU_118-toddlers,lmuMunich,LMU_118-toddlers,toddlers,boy,NA,NA,771,771,25.3305954825462,no
lmuMunich_LMU_151-toddlers,lmuMunich,LMU_151-toddlers,toddlers,girl,NA,NA,711,711,23.359342915811087,no
lmuMunich_LMU_164-toddlers,lmuMunich,LMU_164-toddlers,toddlers,girl,NA,NA,626,626,20.566735112936342,no
lmuMunich_LMU_166-toddlers,lmuMunich,LMU_166-toddlers,toddlers,boy,NA,NA,615,615,20.20533880903491,no
lmuMunich_LMU_173-toddlers,lmuMunich,LMU_173-toddlers,toddlers,girl,NA,NA,745,745,24.476386036960985,no
lmuMunich_LMU_175-toddlers,lmuMunich,LMU_175-toddlers,toddlers,boy,NA,NA,821,821,26.973305954825463,no
lmuMunich_LMU_213-toddlers,lmuMunich,LMU_213-toddlers,toddlers,boy,NA,NA,758,758,24.903490759753595,no
lmuMunich_LMU_227-toddlers,lmuMunich,LMU_227-toddlers,toddlers,boy,NA,NA,678,678,22.275154004106774,no
