participant_lab_id,lab_id,participant_id,age_cohort,participant_gender,age_years,age_years_n,age_days,age_days_num,age_mo,age_exclusion
babylabTrento_BLT_202-adults,babylabTrento,BLT_202-adults,adults,man,21,21,NA,NA,NA,no
babylabTrento_BLT_203-adults,babylabTrento,BLT_203-adults,adults,woman,21,21,NA,NA,NA,no
babylabTrento_BLT_204-adults,babylabTrento,BLT_204-adults,adults,man,24,24,NA,NA,NA,no
babylabTrento_BLT_205-adults,babylabTrento,BLT_205-adults,adults,woman,20,20,NA,NA,NA,no
babylabTrento_BLT_206-adults,babylabTrento,BLT_206-adults,adults,woman,21,21,NA,NA,NA,no
babylabTrento_BLT_208-adults,babylabTrento,BLT_208-adults,adults,woman,20,20,NA,NA,NA,no
babylabTrento_BLT_209-adults,babylabTrento,BLT_209-adults,adults,man,22,22,NA,NA,NA,no
babylabTrento_BLT_210-adults,babylabTrento,BLT_210-adults,adults,man,22,22,NA,NA,NA,no
babylabTrento_BLT_211-adults,babylabTrento,BLT_211-adults,adults,man,23,23,NA,NA,NA,no
babylabTrento_BLT_212-adults,babylabTrento,BLT_212-adults,adults,woman,24,24,NA,NA,NA,no
babylabTrento_BLT_213-adults,babylabTrento,BLT_213-adults,adults,man,19,19,NA,NA,NA,no
babylabTrento_BLT_214-adults,babylabTrento,BLT_214-adults,adults,woman,19,19,NA,NA,NA,no
babylabTrento_BLT_215-adults,babylabTrento,BLT_215-adults,adults,woman,23,23,NA,NA,NA,no
babylabTrento_BLT_216-adults,babylabTrento,BLT_216-adults,adults,woman,21,21,NA,NA,NA,no
babylabTrento_BLT_207-adults,babylabTrento,BLT_207-adults,adults,man,25,25,NA,NA,NA,no
babylabTrento_BLT_001-toddlers,babylabTrento,BLT_001-toddlers,toddlers,boy,NA,NA,632,632,20.763860369609855,no
babylabTrento_BLT_002-toddlers,babylabTrento,BLT_002-toddlers,toddlers,girl,NA,NA,820,820,26.940451745379878,no
babylabTrento_BLT_003-toddlers,babylabTrento,BLT_003-toddlers,toddlers,boy,NA,NA,636,636,20.895277207392198,no
babylabTrento_BLT_004-toddlers,babylabTrento,BLT_004-toddlers,toddlers,boy,NA,NA,755,755,24.804928131416837,no
babylabTrento_BLT_005-toddlers,babylabTrento,BLT_005-toddlers,toddlers,boy,NA,NA,784,784,25.757700205338807,no
babylabTrento_BLT_006-toddlers,babylabTrento,BLT_006-toddlers,toddlers,boy,NA,NA,722,722,23.720739219712527,no
babylabTrento_BLT_007-toddlers,babylabTrento,BLT_007-toddlers,toddlers,boy,NA,NA,642,642,21.09240246406571,no
babylabTrento_BLT_009-toddlers,babylabTrento,BLT_009-toddlers,toddlers,girl,NA,NA,636,636,20.895277207392198,no
babylabTrento_BLT_010-toddlers,babylabTrento,BLT_010-toddlers,toddlers,girl,NA,NA,634,634,20.829568788501025,no
babylabTrento_BLT_011-toddlers,babylabTrento,BLT_011-toddlers,toddlers,boy,NA,NA,797,797,26.184804928131417,no
babylabTrento_BLT_012-toddlers,babylabTrento,BLT_012-toddlers,toddlers,girl,NA,NA,627,627,20.59958932238193,no
babylabTrento_BLT_013-toddlers,babylabTrento,BLT_013-toddlers,toddlers,girl,NA,NA,708,708,23.260780287474333,no
babylabTrento_BLT_014-toddlers,babylabTrento,BLT_014-toddlers,toddlers,girl,NA,NA,731,731,24.016427104722794,no
babylabTrento_BLT_015-toddlers,babylabTrento,BLT_015-toddlers,toddlers,girl,NA,NA,563,563,18.496919917864478,no
babylabTrento_BLT_016-toddlers,babylabTrento,BLT_016-toddlers,toddlers,girl,NA,NA,609,609,20.008213552361397,no
babylabTrento_BLT_017-toddlers,babylabTrento,BLT_017-toddlers,toddlers,girl,NA,NA,659,659,21.650924024640656,no
babylabTrento_BLT_018-toddlers,babylabTrento,BLT_018-toddlers,toddlers,girl,NA,NA,799,799,26.250513347022586,no
babylabUmassb_UMB001-adults,babylabUmassb,UMB001-adults,adults,NC,20,20,NA,NA,NA,no
babylabUmassb_UMB002-adults,babylabUmassb,UMB002-adults,adults,woman,18,18,NA,NA,NA,no
babylabUmassb_UMB003-adults,babylabUmassb,UMB003-adults,adults,woman,18,18,NA,NA,NA,no
babylabUmassb_UMB004-adults,babylabUmassb,UMB004-adults,adults,woman,19,19,NA,NA,NA,no
babylabUmassb_UMB005-adults,babylabUmassb,UMB005-adults,adults,woman,19,19,NA,NA,NA,no
babylabUmassb_UMB007-adults,babylabUmassb,UMB007-adults,adults,woman,20,20,NA,NA,NA,no
babylabUmassb_UMB009-adults,babylabUmassb,UMB009-adults,adults,NC,NA,NA,NA,NA,NA,yes
babylabUmassb_UMB010-adults,babylabUmassb,UMB010-adults,adults,woman,19,19,NA,NA,NA,no
babylabUmassb_UMB011-adults,babylabUmassb,UMB011-adults,adults,woman,18,18,NA,NA,NA,no
babylabUmassb_UMB012-adults,babylabUmassb,UMB012-adults,adults,woman,21,21,NA,NA,NA,no
babylabUmassb_UMB013-adults,babylabUmassb,UMB013-adults,adults,woman,18,18,NA,NA,NA,no
babylabUmassb_UMB014-adults,babylabUmassb,UMB014-adults,adults,woman,19,19,NA,NA,NA,no
babylabUmassb_UMB015-adults,babylabUmassb,UMB015-adults,adults,woman,18,18,NA,NA,NA,no
babylabUmassb_UMB034-adults,babylabUmassb,UMB034-adults,adults,man,23,23,NA,NA,NA,no
babylabUmassb_UMB008-adults,babylabUmassb,UMB008-adults,adults,woman,19,19,NA,NA,NA,no
babylabUmassb_UMB035-toddlers,babylabUmassb,UMB035-toddlers,toddlers,boy,NA,NA,691,691,22.702258726899384,no
babylabUmassb_UMB036-toddlers,babylabUmassb,UMB036-toddlers,toddlers,boy,NA,NA,630,630,20.698151950718685,no
babylabUmassb_UMB037-toddlers,babylabUmassb,UMB037-toddlers,toddlers,boy,NA,NA,602,602,19.7782340862423,no
babylabUmassb_UMB038-toddlers,babylabUmassb,UMB038-toddlers,toddlers,boy,NA,NA,641,641,21.059548254620125,no
babylabUmassb_UMB039-toddlers,babylabUmassb,UMB039-toddlers,toddlers,girl,NA,NA,564,564,18.529774127310063,no
babylabUmassb_UMB040-toddlers,babylabUmassb,UMB040-toddlers,toddlers,girl,NA,NA,588,588,19.31827515400411,no
babyLeidenEdu_LUMB2_A01-adults,babyLeidenEdu,LUMB2_A01-adults,adults,woman,19,19,NA,NA,NA,no
babyLeidenEdu_LUMB2_A02-adults,babyLeidenEdu,LUMB2_A02-adults,adults,man,23,23,NA,NA,NA,no
babyLeidenEdu_LUMB2_A03-adults,babyLeidenEdu,LUMB2_A03-adults,adults,woman,20,20,NA,NA,NA,no
babyLeidenEdu_LUMB2_A04-adults,babyLeidenEdu,LUMB2_A04-adults,adults,man,18,18,NA,NA,NA,no
babyLeidenEdu_LUMB2_A06-adults,babyLeidenEdu,LUMB2_A06-adults,adults,woman,22,22,NA,NA,NA,no
babyLeidenEdu_LUMB2_A07-adults,babyLeidenEdu,LUMB2_A07-adults,adults,man,22,22,NA,NA,NA,no
babyLeidenEdu_LUMB2_A08-adults,babyLeidenEdu,LUMB2_A08-adults,adults,woman,28,28,NA,NA,NA,no
babyLeidenEdu_LUMB2_A09-adults,babyLeidenEdu,LUMB2_A09-adults,adults,woman,29,29,NA,NA,NA,no
babyLeidenEdu_LUMB2_A11-adults,babyLeidenEdu,LUMB2_A11-adults,adults,woman,23,23,NA,NA,NA,no
babyLeidenEdu_LUMB2_A13-adults,babyLeidenEdu,LUMB2_A13-adults,adults,woman,22,22,NA,NA,NA,no
babyLeidenEdu_LUMB2_A15-adults,babyLeidenEdu,LUMB2_A15-adults,adults,woman,30,30,NA,NA,NA,no
babyLeidenEdu_LUMB2_A16-adults,babyLeidenEdu,LUMB2_A16-adults,adults,woman,23,23,NA,NA,NA,no
babyLeidenEdu_LUMB2_A17-adults,babyLeidenEdu,LUMB2_A17-adults,adults,woman,22,22,NA,NA,NA,no
babyLeidenEdu_LUMB2_A18-adults,babyLeidenEdu,LUMB2_A18-adults,adults,man,25,25,NA,NA,NA,no
babyLeidenEdu_LUMB2_A19-adults,babyLeidenEdu,LUMB2_A19-adults,adults,woman,23,23,NA,NA,NA,no
babyLeidenEdu_LUMB2_A20-adults,babyLeidenEdu,LUMB2_A20-adults,adults,woman,24,24,NA,NA,NA,no
babyLeidenEdu_LUMB2_T01-toddlers,babyLeidenEdu,LUMB2_T01-toddlers,toddlers,boy,NA,NA,795,795,26.119096509240247,no
babyLeidenEdu_LUMB2_T02-toddlers,babyLeidenEdu,LUMB2_T02-toddlers,toddlers,girl,NA,NA,777,777,25.527720739219717,no
babyLeidenEdu_LUMB2_T03-toddlers,babyLeidenEdu,LUMB2_T03-toddlers,toddlers,girl,NA,NA,625,625,20.53388090349076,no
babyLeidenEdu_LUMB2_T04-toddlers,babyLeidenEdu,LUMB2_T04-toddlers,toddlers,boy,NA,NA,724,724,23.786447638603697,no
babyLeidenEdu_LUMB2_T05-toddlers,babyLeidenEdu,LUMB2_T05-toddlers,toddlers,girl,NA,NA,589,589,19.351129363449694,no
babyLeidenEdu_LUMB2_T07-toddlers,babyLeidenEdu,LUMB2_T07-toddlers,toddlers,boy,NA,NA,696,696,22.86652977412731,no
babyLeidenEdu_LUMB2_T08-toddlers,babyLeidenEdu,LUMB2_T08-toddlers,toddlers,boy,NA,NA,562,562,18.464065708418893,no
babyLeidenEdu_LUMB2_T09-toddlers,babyLeidenEdu,LUMB2_T09-toddlers,toddlers,boy,NA,NA,581,581,19.088295687885008,no
babyLeidenEdu_LUMB2_T10-toddlers,babyLeidenEdu,LUMB2_T10-toddlers,toddlers,girl,NA,NA,572,572,18.79260780287474,no
babyLeidenEdu_LUMB2_T11-toddlers,babyLeidenEdu,LUMB2_T11-toddlers,toddlers,girl,NA,NA,711,711,23.359342915811087,no
babyLeidenEdu_LUMB2_T12-toddlers,babyLeidenEdu,LUMB2_T12-toddlers,toddlers,girl,NA,NA,733,733,24.082135523613964,no
babyLeidenEdu_LUMB2_T13-toddlers,babyLeidenEdu,LUMB2_T13-toddlers,toddlers,boy,NA,NA,820,820,26.940451745379878,no
babyLeidenEdu_LUMB2_T14-toddlers,babyLeidenEdu,LUMB2_T14-toddlers,toddlers,boy,NA,NA,776,776,25.494866529774125,no
babyLeidenEdu_LUMB2_T16-toddlers,babyLeidenEdu,LUMB2_T16-toddlers,toddlers,girl,NA,NA,604,604,19.84394250513347,no
babyLeidenEdu_LUMB2_T17-toddlers,babyLeidenEdu,LUMB2_T17-toddlers,toddlers,girl,NA,NA,771,771,25.3305954825462,no
babyLeidenEdu_LUMB2_T18-toddlers,babyLeidenEdu,LUMB2_T18-toddlers,toddlers,girl,NA,NA,799,799,26.250513347022586,no
babylingOslo_PUIO_003-toddlers,babylingOslo,PUIO_003-toddlers,toddlers,boy,NA,NA,582,582,19.121149897330596,no
babylingOslo_PUIO_004-toddlers,babylingOslo,PUIO_004-toddlers,toddlers,girl,NA,NA,671,671,22.04517453798768,no
babylingOslo_PUIO_005-toddlers,babylingOslo,PUIO_005-toddlers,toddlers,boy,NA,NA,828,828,27.203285420944557,yes
babylingOslo_PUIO_006-toddlers,babylingOslo,PUIO_006-toddlers,toddlers,boy,NA,NA,654,654,21.48665297741273,no
babylingOslo_PUIO_007-toddlers,babylingOslo,PUIO_007-toddlers,toddlers,girl,NA,NA,714,714,23.457905544147845,no
babylingOslo_PUIO_008-toddlers,babylingOslo,PUIO_008-toddlers,toddlers,girl,NA,NA,723,723,23.753593429158112,no
babylingOslo_PUIO_009-toddlers,babylingOslo,PUIO_009-toddlers,toddlers,boy,NA,NA,597,597,19.613963039014372,no
babylingOslo_PUIO_010-toddlers,babylingOslo,PUIO_010-toddlers,toddlers,girl,NA,NA,745,745,24.476386036960985,no
babylingOslo_PUIO_011-toddlers,babylingOslo,PUIO_011-toddlers,toddlers,boy,NA,NA,599,599,19.679671457905542,no
babylingOslo_PUIO_012-toddlers,babylingOslo,PUIO_012-toddlers,toddlers,girl,NA,NA,579,579,19.02258726899384,no
babylingOslo_PUIO_014-toddlers,babylingOslo,PUIO_014-toddlers,toddlers,boy,NA,NA,796,796,26.151950718685832,no
babylingOslo_PUIO_015-toddlers,babylingOslo,PUIO_015-toddlers,toddlers,girl,NA,NA,617,617,20.27104722792608,no
babylingOslo_PUIO_017-toddlers,babylingOslo,PUIO_017-toddlers,toddlers,boy,NA,NA,650,650,21.355236139630392,no
babylingOslo_PUIO_020-toddlers,babylingOslo,PUIO_020-toddlers,toddlers,girl,NA,NA,748,748,24.57494866529774,no
babylingOslo_PUIO_013-toddlers,babylingOslo,PUIO_013-toddlers,toddlers,boy,NA,NA,700,700,22.99794661190965,no
babylingOslo_PUIO_019-toddlers,babylingOslo,PUIO_019-toddlers,toddlers,girl,NA,NA,717,717,23.5564681724846,no
babyuniHeidelberg_HUA_01-adults,babyuniHeidelberg,HUA_01-adults,adults,woman,21,21,NA,NA,NA,no
babyuniHeidelberg_HUA_02-adults,babyuniHeidelberg,HUA_02-adults,adults,woman,22,22,NA,NA,NA,no
babyuniHeidelberg_HUA_03-adults,babyuniHeidelberg,HUA_03-adults,adults,woman,21,21,NA,NA,NA,no
babyuniHeidelberg_HUA_04-adults,babyuniHeidelberg,HUA_04-adults,adults,woman,21,21,NA,NA,NA,no
babyuniHeidelberg_HUA_05-adults,babyuniHeidelberg,HUA_05-adults,adults,woman,20,20,NA,NA,NA,no
babyuniHeidelberg_HUA_06-adults,babyuniHeidelberg,HUA_06-adults,adults,woman,21,21,NA,NA,NA,no
babyuniHeidelberg_HUA_07-adults,babyuniHeidelberg,HUA_07-adults,adults,woman,21,21,NA,NA,NA,no
babyuniHeidelberg_HUA_08-adults,babyuniHeidelberg,HUA_08-adults,adults,woman,19,19,NA,NA,NA,no
babyuniHeidelberg_HUA_09-adults,babyuniHeidelberg,HUA_09-adults,adults,woman,22,22,NA,NA,NA,no
babyuniHeidelberg_HUA_10-adults,babyuniHeidelberg,HUA_10-adults,adults,woman,22,22,NA,NA,NA,no
babyuniHeidelberg_HUA_11-adults,babyuniHeidelberg,HUA_11-adults,adults,woman,22,22,NA,NA,NA,no
babyuniHeidelberg_HUA_12-adults,babyuniHeidelberg,HUA_12-adults,adults,man,27,27,NA,NA,NA,no
babyuniHeidelberg_HUA_13-adults,babyuniHeidelberg,HUA_13-adults,adults,woman,22,22,NA,NA,NA,no
babyuniHeidelberg_HUA_14-adults,babyuniHeidelberg,HUA_14-adults,adults,woman,22,22,NA,NA,NA,no
babyuniHeidelberg_HUA_15-adults,babyuniHeidelberg,HUA_15-adults,adults,man,30,30,NA,NA,NA,no
babyuniHeidelberg_HUA_16-adults,babyuniHeidelberg,HUA_16-adults,adults,woman,20,20,NA,NA,NA,no
babyuniHeidelberg_HUC_01-toddlers,babyuniHeidelberg,HUC_01-toddlers,toddlers,girl,NA,NA,670,670,22.012320328542096,no
babyuniHeidelberg_HUC_02-toddlers,babyuniHeidelberg,HUC_02-toddlers,toddlers,girl,NA,NA,839,839,27.564681724845997,yes
babyuniHeidelberg_HUC_03-toddlers,babyuniHeidelberg,HUC_03-toddlers,toddlers,boy,NA,NA,733,733,24.082135523613964,no
babyuniHeidelberg_HUC_04-toddlers,babyuniHeidelberg,HUC_04-toddlers,toddlers,boy,NA,NA,768,768,25.232032854209447,no
babyuniHeidelberg_HUC_05-toddlers,babyuniHeidelberg,HUC_05-toddlers,toddlers,boy,NA,NA,654,654,21.48665297741273,no
babyuniHeidelberg_HUC_06-toddlers,babyuniHeidelberg,HUC_06-toddlers,toddlers,boy,NA,NA,601,601,19.74537987679671,no
babyuniHeidelberg_HUC_07-toddlers,babyuniHeidelberg,HUC_07-toddlers,toddlers,boy,NA,NA,653,653,21.453798767967143,no
babyuniHeidelberg_HUC_08-toddlers,babyuniHeidelberg,HUC_08-toddlers,toddlers,girl,NA,NA,661,661,21.71663244353183,no
babyuniHeidelberg_HUC_09-toddlers,babyuniHeidelberg,HUC_09-toddlers,toddlers,boy,NA,NA,754,754,24.772073921971256,no
babyuniHeidelberg_HUC_10-toddlers,babyuniHeidelberg,HUC_10-toddlers,toddlers,boy,NA,NA,790,790,25.954825462012316,no
babyuniHeidelberg_HUC_12-toddlers,babyuniHeidelberg,HUC_12-toddlers,toddlers,girl,NA,NA,795,795,26.119096509240247,no
babyuniHeidelberg_HUC_13-toddlers,babyuniHeidelberg,HUC_13-toddlers,toddlers,girl,NA,NA,806,806,26.480492813141687,no
babyuniHeidelberg_HUC_14-toddlers,babyuniHeidelberg,HUC_14-toddlers,toddlers,boy,NA,NA,807,807,26.51334702258727,no
babyuniHeidelberg_HUC_15-toddlers,babyuniHeidelberg,HUC_15-toddlers,toddlers,girl,NA,NA,716,716,23.523613963039015,no
babyuniHeidelberg_HUC_16-toddlers,babyuniHeidelberg,HUC_16-toddlers,toddlers,boy,NA,NA,584,584,19.186858316221766,no
babyuniHeidelberg_HUC_17-toddlers,babyuniHeidelberg,HUC_17-toddlers,toddlers,boy,NA,NA,649,649,21.322381930184804,no
beinghumanWroclaw_ADULT_004-adults,beinghumanWroclaw,ADULT_004-adults,adults,woman,33,33,NA,NA,NA,no
beinghumanWroclaw_ADULT_005-adults,beinghumanWroclaw,ADULT_005-adults,adults,man,34,34,NA,NA,NA,no
beinghumanWroclaw_ADULT_007-adults,beinghumanWroclaw,ADULT_007-adults,adults,woman,53,53,NA,NA,NA,no
beinghumanWroclaw_ADULT_008-adults,beinghumanWroclaw,ADULT_008-adults,adults,man,51,51,NA,NA,NA,no
beinghumanWroclaw_ADULT_009-adults,beinghumanWroclaw,ADULT_009-adults,adults,woman,30,30,NA,NA,NA,no
beinghumanWroclaw_ADULT_010-adults,beinghumanWroclaw,ADULT_010-adults,adults,man,34,34,NA,NA,NA,no
beinghumanWroclaw_ADULT_011-adults,beinghumanWroclaw,ADULT_011-adults,adults,man,21,21,NA,NA,NA,no
beinghumanWroclaw_ADULT_012-adults,beinghumanWroclaw,ADULT_012-adults,adults,woman,24,24,NA,NA,NA,no
beinghumanWroclaw_ADULT_013-adults,beinghumanWroclaw,ADULT_013-adults,adults,woman,30,30,NA,NA,NA,no
beinghumanWroclaw_ADULT_014-adults,beinghumanWroclaw,ADULT_014-adults,adults,woman,26,26,NA,NA,NA,no
beinghumanWroclaw_ADULT_015-adults,beinghumanWroclaw,ADULT_015-adults,adults,man,31,31,NA,NA,NA,no
beinghumanWroclaw_ADULT_016-adults,beinghumanWroclaw,ADULT_016-adults,adults,woman,32,32,NA,NA,NA,no
beinghumanWroclaw_ADULT_017-adults,beinghumanWroclaw,ADULT_017-adults,adults,woman,31,31,NA,NA,NA,no
beinghumanWroclaw_ADULT_018-adults,beinghumanWroclaw,ADULT_018-adults,adults,man,31,31,NA,NA,NA,no
beinghumanWroclaw_ADULT_019-adults,beinghumanWroclaw,ADULT_019-adults,adults,man,32,32,NA,NA,NA,no
beinghumanWroclaw_ADULT_020-adults,beinghumanWroclaw,ADULT_020-adults,adults,woman,31,31,NA,NA,NA,no
beinghumanWroclaw_BABY_004-toddlers,beinghumanWroclaw,BABY_004-toddlers,toddlers,boy,NA,NA,744,744,24.4435318275154,no
beinghumanWroclaw_BABY_009-toddlers,beinghumanWroclaw,BABY_009-toddlers,toddlers,girl,NA,NA,688,688,22.60369609856263,no
beinghumanWroclaw_BABY_011-toddlers,beinghumanWroclaw,BABY_011-toddlers,toddlers,girl,NA,NA,686,686,22.537987679671456,no
beinghumanWroclaw_BABY_014-toddlers,beinghumanWroclaw,BABY_014-toddlers,toddlers,boy,NA,NA,622,622,20.435318275154003,no
beinghumanWroclaw_BABY_015-toddlers,beinghumanWroclaw,BABY_015-toddlers,toddlers,boy,NA,NA,669,669,21.97946611909651,no
beinghumanWroclaw_BABY_016-toddlers,beinghumanWroclaw,BABY_016-toddlers,toddlers,boy,NA,NA,745,745,24.476386036960985,no
beinghumanWroclaw_BABY_017-toddlers,beinghumanWroclaw,BABY_017-toddlers,toddlers,boy,NA,NA,754,754,24.772073921971256,no
beinghumanWroclaw_BABY_018-toddlers,beinghumanWroclaw,BABY_018-toddlers,toddlers,boy,NA,NA,793,793,26.053388090349078,no
beinghumanWroclaw_BABY_019-toddlers,beinghumanWroclaw,BABY_019-toddlers,toddlers,girl,NA,NA,660,660,21.68377823408624,no
beinghumanWroclaw_BABY_020-toddlers,beinghumanWroclaw,BABY_020-toddlers,toddlers,girl,NA,NA,669,669,21.97946611909651,no
beinghumanWroclaw_BABY_021-toddlers,beinghumanWroclaw,BABY_021-toddlers,toddlers,girl,NA,NA,754,754,24.772073921971256,no
beinghumanWroclaw_BABY_022-toddlers,beinghumanWroclaw,BABY_022-toddlers,toddlers,girl,NA,NA,771,771,25.3305954825462,no
beinghumanWroclaw_BABY_023-toddlers,beinghumanWroclaw,BABY_023-toddlers,toddlers,boy,NA,NA,624,624,20.501026694045173,no
beinghumanWroclaw_BABY_027-toddlers,beinghumanWroclaw,BABY_027-toddlers,toddlers,girl,NA,NA,822,822,27.006160164271048,no
beinghumanWroclaw_BABY_029-toddlers,beinghumanWroclaw,BABY_029-toddlers,toddlers,girl,NA,NA,814,814,26.743326488706366,no
careylabHarvard_careylabHarvard_1810EmCh-adults,careylabHarvard,careylabHarvard_1810EmCh-adults,adults,woman,18,18,NA,NA,NA,no
careylabHarvard_careylabHarvard_1812MaLu-adults,careylabHarvard,careylabHarvard_1812MaLu-adults,adults,woman,18,18,NA,NA,NA,no
careylabHarvard_careylabHarvard_1813GrLi-adults,careylabHarvard,careylabHarvard_1813GrLi-adults,adults,woman,18,18,NA,NA,NA,no
careylabHarvard_careylabHarvard_1910IvLi-adults,careylabHarvard,careylabHarvard_1910IvLi-adults,adults,woman,19,19,NA,NA,NA,no
careylabHarvard_careylabHarvard_1915ClLi-adults,careylabHarvard,careylabHarvard_1915ClLi-adults,adults,woman,19,19,NA,NA,NA,no
careylabHarvard_careylabHarvard_193IrZh-adults,careylabHarvard,careylabHarvard_193IrZh-adults,adults,woman,19,19,NA,NA,NA,no
careylabHarvard_careylabHarvard_199AiLu-adults,careylabHarvard,careylabHarvard_199AiLu-adults,adults,woman,19,19,NA,NA,NA,no
careylabHarvard_careylabHarvard_201ShYa-adults,careylabHarvard,careylabHarvard_201ShYa-adults,adults,man,20,20,NA,NA,NA,no
careylabHarvard_careylabHarvard_202PiAs-adults,careylabHarvard,careylabHarvard_202PiAs-adults,adults,woman,20,20,NA,NA,NA,no
careylabHarvard_careylabHarvard_206IsKi-adults,careylabHarvard,careylabHarvard_206IsKi-adults,adults,woman,20,20,NA,NA,NA,no
careylabHarvard_careylabHarvard_2118ElMu-adults,careylabHarvard,careylabHarvard_2118ElMu-adults,adults,woman,21,21,NA,NA,NA,no
careylabHarvard_careylabHarvard_217PaKi-adults,careylabHarvard,careylabHarvard_217PaKi-adults,adults,woman,21,21,NA,NA,NA,no
careylabHarvard_careylabHarvard_218EtLe-adults,careylabHarvard,careylabHarvard_218EtLe-adults,adults,man,21,21,NA,NA,NA,no
careylabHarvard_careylabHarvard_2214JoFo-adults,careylabHarvard,careylabHarvard_2214JoFo-adults,adults,man,22,22,NA,NA,NA,no
careylabHarvard_careylabHarvard_217TwKa-adults,careylabHarvard,careylabHarvard_217TwKa-adults,adults,woman,22,22,NA,NA,NA,no
careylabHarvard_careylabharard_110JaMe-toddlers,careylabHarvard,careylabharard_110JaMe-toddlers,toddlers,boy,NA,NA,606,606,19.90965092402464,no
careylabHarvard_careylabharard_111LiMo-toddlers,careylabHarvard,careylabharard_111LiMo-toddlers,toddlers,girl,NA,NA,557,557,18.299794661190965,no
careylabHarvard_careylabharard_112ThHe-toddlers,careylabHarvard,careylabharard_112ThHe-toddlers,toddlers,boy,NA,NA,723,723,23.753593429158112,no
careylabHarvard_careylabharard_113WeHa-toddlers,careylabHarvard,careylabharard_113WeHa-toddlers,toddlers,boy,NA,NA,570,570,18.72689938398357,no
careylabHarvard_careylabharard_116AlVa-toddlers,careylabHarvard,careylabharard_116AlVa-toddlers,toddlers,girl,NA,NA,581,581,19.088295687885008,no
careylabHarvard_careylabharard_13QuLu-toddlers,careylabHarvard,careylabharard_13QuLu-toddlers,toddlers,boy,NA,NA,662,662,21.749486652977414,no
careylabHarvard_careylabharard_14SuBl-toddlers,careylabHarvard,careylabharard_14SuBl-toddlers,toddlers,girl,NA,NA,592,592,19.449691991786448,no
careylabHarvard_careylabharard_15WeNi-toddlers,careylabHarvard,careylabharard_15WeNi-toddlers,toddlers,boy,NA,NA,664,664,21.815195071868583,no
careylabHarvard_careylabharard_16BrCa-toddlers,careylabHarvard,careylabharard_16BrCa-toddlers,toddlers,girl,NA,NA,593,593,19.482546201232033,no
careylabHarvard_careylabharard_27ErMa-toddlers,careylabHarvard,careylabharard_27ErMa-toddlers,toddlers,boy,NA,NA,774,774,25.429158110882955,no
careylabHarvard_careylabharard_19EvHw-toddlers,careylabHarvard,careylabharard_19EvHw-toddlers,toddlers,girl,NA,NA,577,577,18.95687885010267,no
careylabHarvard_careylabharard_214JoCh-toddlers,careylabHarvard,careylabharard_214JoCh-toddlers,toddlers,boy,NA,NA,749,749,24.607802874743324,no
careylabHarvard_careylabharard_215AnBo-toddlers,careylabHarvard,careylabharard_215AnBo-toddlers,toddlers,girl,NA,NA,775,775,25.46201232032854,no
careylabHarvard_careylabharard_217NoZh-toddlers,careylabHarvard,careylabharard_217NoZh-toddlers,toddlers,boy,NA,NA,779,779,25.593429158110887,no
careylabHarvard_careylabharard_21ChHu-toddlers,careylabHarvard,careylabharard_21ChHu-toddlers,toddlers,girl,NA,NA,759,759,24.936344969199176,no
careylabHarvard_careylabharard_22MaTo-toddlers,careylabHarvard,careylabharard_22MaTo-toddlers,toddlers,boy,NA,NA,767,767,25.19917864476386,no
careylabHarvard_careylabharard_28LaCa-toddlers,careylabHarvard,careylabharard_28LaCa-toddlers,toddlers,girl,NA,NA,792,792,26.020533880903493,no
cclUNIRI_ccluniri_001-adults,cclUNIRI,ccluniri_001-adults,adults,man,29,29,NA,NA,NA,no
cclUNIRI_ccluniri_002-adults,cclUNIRI,ccluniri_002-adults,adults,woman,23,23,NA,NA,NA,no
cclUNIRI_ccluniri_003-adults,cclUNIRI,ccluniri_003-adults,adults,man,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_004-adults,cclUNIRI,ccluniri_004-adults,adults,man,23,23,NA,NA,NA,no
cclUNIRI_ccluniri_005-adults,cclUNIRI,ccluniri_005-adults,adults,woman,38,38,NA,NA,NA,no
cclUNIRI_ccluniri_006-adults,cclUNIRI,ccluniri_006-adults,adults,woman,49,49,NA,NA,NA,no
cclUNIRI_ccluniri_007-adults,cclUNIRI,ccluniri_007-adults,adults,woman,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_008-adults,cclUNIRI,ccluniri_008-adults,adults,woman,23,23,NA,NA,NA,no
cclUNIRI_ccluniri_009-adults,cclUNIRI,ccluniri_009-adults,adults,woman,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_010-adults,cclUNIRI,ccluniri_010-adults,adults,woman,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_011-adults,cclUNIRI,ccluniri_011-adults,adults,man,24,24,NA,NA,NA,no
cclUNIRI_ccluniri_012-adults,cclUNIRI,ccluniri_012-adults,adults,man,22,22,NA,NA,NA,no
cclUNIRI_ccluniri_013-adults,cclUNIRI,ccluniri_013-adults,adults,man,44,44,NA,NA,NA,no
cclUNIRI_ccluniri_014-adults,cclUNIRI,ccluniri_014-adults,adults,woman,38,38,NA,NA,NA,no
cclUNIRI_ccluniri_015-adults,cclUNIRI,ccluniri_015-adults,adults,woman,51,51,NA,NA,NA,no
cclUNIRI_ccluniri_016-adults,cclUNIRI,ccluniri_016-adults,adults,woman,51,51,NA,NA,NA,no
